date,keyword,interest
2015-01-31,Adam Carolla,42
2015-02-07,Adam Carolla,47
2015-02-14,Adam Carolla,40
2015-02-21,Adam Carolla,40
2015-02-28,Adam Carolla,64
2015-03-07,Adam Carolla,64
2015-03-14,Adam Carolla,45
2015-03-21,Adam Carolla,43
2015-03-28,Adam Carolla,38
2015-04-04,Adam Carolla,36
2015-04-11,Adam Carolla,39
2015-04-18,Adam Carolla,40
2015-04-25,Adam Carolla,36
2015-05-02,Adam Carolla,38
2015-05-09,Adam Carolla,36
2015-05-16,Adam Carolla,38
2015-05-23,Adam Carolla,52
2015-05-30,Adam Carolla,46
2015-06-06,Adam Carolla,30
2015-06-13,Adam Carolla,38
2015-06-20,Adam Carolla,37
2015-06-27,Adam Carolla,40
2015-07-04,Adam Carolla,42
2015-07-11,Adam Carolla,41
2015-07-18,Adam Carolla,46
2015-07-25,Adam Carolla,47
2015-08-01,Adam Carolla,50
2015-08-08,Adam Carolla,36
2015-08-15,Adam Carolla,37
2015-08-22,Adam Carolla,39
2015-08-29,Adam Carolla,35
2015-09-05,Adam Carolla,31
2015-09-12,Adam Carolla,33
2015-09-19,Adam Carolla,30
2015-09-26,Adam Carolla,41
2015-10-03,Adam Carolla,32
2015-10-10,Adam Carolla,33
2015-10-17,Adam Carolla,35
2015-10-24,Adam Carolla,29
2015-10-31,Adam Carolla,30
2015-11-07,Adam Carolla,34
2015-11-14,Adam Carolla,33
2015-11-21,Adam Carolla,30
2015-11-28,Adam Carolla,34
2015-12-05,Adam Carolla,27
2015-12-12,Adam Carolla,33
2015-12-19,Adam Carolla,23
2015-12-26,Adam Carolla,27
2016-01-02,Adam Carolla,28
2016-01-09,Adam Carolla,34
2016-01-16,Adam Carolla,29
2016-01-23,Adam Carolla,24
2016-01-30,Adam Carolla,25
2016-02-06,Adam Carolla,29
2016-02-13,Adam Carolla,27
2016-02-20,Adam Carolla,29
2016-02-27,Adam Carolla,36
2016-03-05,Adam Carolla,30
2016-03-12,Adam Carolla,27
2016-03-19,Adam Carolla,29
2016-03-26,Adam Carolla,29
2016-04-02,Adam Carolla,30
2016-04-09,Adam Carolla,28
2016-04-16,Adam Carolla,29
2016-04-23,Adam Carolla,31
2016-04-30,Adam Carolla,30
2016-05-07,Adam Carolla,31
2016-05-14,Adam Carolla,34
2016-05-21,Adam Carolla,28
2016-05-28,Adam Carolla,26
2016-06-04,Adam Carolla,33
2016-06-11,Adam Carolla,32
2016-06-18,Adam Carolla,24
2016-06-25,Adam Carolla,24
2016-07-02,Adam Carolla,24
2016-07-09,Adam Carolla,29
2016-07-16,Adam Carolla,27
2016-07-23,Adam Carolla,26
2016-07-30,Adam Carolla,28
2016-08-06,Adam Carolla,28
2016-08-13,Adam Carolla,24
2016-08-20,Adam Carolla,31
2016-08-27,Adam Carolla,32
2016-09-03,Adam Carolla,24
2016-09-10,Adam Carolla,24
2016-09-17,Adam Carolla,32
2016-09-24,Adam Carolla,32
2016-10-01,Adam Carolla,27
2016-10-08,Adam Carolla,27
2016-10-15,Adam Carolla,22
2016-10-22,Adam Carolla,24
2016-10-29,Adam Carolla,23
2016-11-05,Adam Carolla,25
2016-11-12,Adam Carolla,26
2016-11-19,Adam Carolla,22
2016-11-26,Adam Carolla,22
2016-12-03,Adam Carolla,26
2016-12-10,Adam Carolla,24
2016-12-17,Adam Carolla,23
2016-12-24,Adam Carolla,20
2016-12-31,Adam Carolla,22
2017-01-07,Adam Carolla,21
2017-01-14,Adam Carolla,24
2017-01-21,Adam Carolla,22
2017-01-28,Adam Carolla,22
2017-02-04,Adam Carolla,22
2017-02-11,Adam Carolla,30
2017-02-18,Adam Carolla,24
2017-02-25,Adam Carolla,27
2017-03-04,Adam Carolla,29
2017-03-11,Adam Carolla,30
2017-03-18,Adam Carolla,36
2017-03-25,Adam Carolla,31
2017-04-01,Adam Carolla,28
2017-04-08,Adam Carolla,27
2017-04-15,Adam Carolla,23
2017-04-22,Adam Carolla,22
2017-04-29,Adam Carolla,27
2017-05-06,Adam Carolla,29
2017-05-13,Adam Carolla,26
2017-05-20,Adam Carolla,36
2017-05-27,Adam Carolla,27
2017-06-03,Adam Carolla,24
2017-06-10,Adam Carolla,22
2017-06-17,Adam Carolla,21
2017-06-24,Adam Carolla,26
2017-07-01,Adam Carolla,19
2017-07-08,Adam Carolla,24
2017-07-15,Adam Carolla,26
2017-07-22,Adam Carolla,34
2017-07-29,Adam Carolla,43
2017-08-05,Adam Carolla,28
2017-08-12,Adam Carolla,20
2017-08-19,Adam Carolla,18
2017-08-26,Adam Carolla,20
2017-09-02,Adam Carolla,20
2017-09-09,Adam Carolla,21
2017-09-16,Adam Carolla,22
2017-09-23,Adam Carolla,20
2017-09-30,Adam Carolla,25
2017-10-07,Adam Carolla,28
2017-10-14,Adam Carolla,27
2017-10-21,Adam Carolla,19
2017-10-28,Adam Carolla,21
2017-11-04,Adam Carolla,20
2017-11-11,Adam Carolla,23
2017-11-18,Adam Carolla,19
2017-11-25,Adam Carolla,22
2017-12-02,Adam Carolla,18
2017-12-09,Adam Carolla,24
2017-12-16,Adam Carolla,22
2017-12-23,Adam Carolla,19
2017-12-30,Adam Carolla,21
2018-01-06,Adam Carolla,21
2018-01-13,Adam Carolla,21
2018-01-20,Adam Carolla,24
2018-01-27,Adam Carolla,29
2018-02-03,Adam Carolla,21
2018-02-10,Adam Carolla,20
2018-02-17,Adam Carolla,23
2018-02-24,Adam Carolla,21
2018-03-03,Adam Carolla,25
2018-03-10,Adam Carolla,22
2018-03-17,Adam Carolla,20
2018-03-24,Adam Carolla,17
2018-03-31,Adam Carolla,22
2018-04-07,Adam Carolla,24
2018-04-14,Adam Carolla,20
2018-04-21,Adam Carolla,18
2018-04-28,Adam Carolla,18
2018-05-05,Adam Carolla,19
2018-05-12,Adam Carolla,16
2018-05-19,Adam Carolla,22
2018-05-26,Adam Carolla,20
2018-06-02,Adam Carolla,25
2018-06-09,Adam Carolla,20
2018-06-16,Adam Carolla,27
2018-06-23,Adam Carolla,24
2018-06-30,Adam Carolla,32
2018-07-07,Adam Carolla,23
2018-07-14,Adam Carolla,21
2018-07-21,Adam Carolla,24
2018-07-28,Adam Carolla,23
2018-08-04,Adam Carolla,22
2018-08-11,Adam Carolla,20
2018-08-18,Adam Carolla,16
2018-08-25,Adam Carolla,21
2018-09-01,Adam Carolla,17
2018-09-08,Adam Carolla,20
2013-09-21,Adam Cropp,0
2013-09-28,Adam Cropp,0
2013-10-05,Adam Cropp,0
2013-10-12,Adam Cropp,3
2013-10-19,Adam Cropp,0
2013-10-26,Adam Cropp,0
2013-11-02,Adam Cropp,0
2013-11-09,Adam Cropp,0
2013-11-16,Adam Cropp,0
2013-11-23,Adam Cropp,0
2013-11-30,Adam Cropp,0
2013-12-07,Adam Cropp,0
2013-12-14,Adam Cropp,0
2013-12-21,Adam Cropp,0
2013-12-28,Adam Cropp,0
2014-01-04,Adam Cropp,0
2014-01-11,Adam Cropp,0
2014-01-18,Adam Cropp,0
2014-01-25,Adam Cropp,0
2014-02-01,Adam Cropp,0
2014-02-08,Adam Cropp,3
2014-02-15,Adam Cropp,0
2014-02-22,Adam Cropp,0
2014-03-01,Adam Cropp,0
2014-03-08,Adam Cropp,3
2014-03-15,Adam Cropp,0
2014-03-22,Adam Cropp,0
2014-03-29,Adam Cropp,0
2014-04-05,Adam Cropp,0
2014-04-12,Adam Cropp,0
2014-04-19,Adam Cropp,0
2014-04-26,Adam Cropp,0
2014-05-03,Adam Cropp,0
2014-05-10,Adam Cropp,0
2014-05-17,Adam Cropp,0
2014-05-24,Adam Cropp,0
2014-05-31,Adam Cropp,0
2014-06-07,Adam Cropp,0
2014-06-14,Adam Cropp,0
2014-06-21,Adam Cropp,0
2014-06-28,Adam Cropp,0
2014-07-05,Adam Cropp,0
2014-07-12,Adam Cropp,0
2014-07-19,Adam Cropp,0
2014-07-26,Adam Cropp,0
2014-08-02,Adam Cropp,0
2014-08-09,Adam Cropp,0
2014-08-16,Adam Cropp,0
2014-08-23,Adam Cropp,0
2014-08-30,Adam Cropp,0
2014-09-06,Adam Cropp,0
2014-09-13,Adam Cropp,0
2014-09-20,Adam Cropp,0
2014-09-27,Adam Cropp,0
2014-10-04,Adam Cropp,0
2014-10-11,Adam Cropp,0
2014-10-18,Adam Cropp,0
2014-10-25,Adam Cropp,0
2014-11-01,Adam Cropp,0
2014-11-08,Adam Cropp,0
2014-11-15,Adam Cropp,0
2014-11-22,Adam Cropp,0
2014-11-29,Adam Cropp,0
2014-12-06,Adam Cropp,0
2014-12-13,Adam Cropp,0
2014-12-20,Adam Cropp,0
2014-12-27,Adam Cropp,0
2015-01-03,Adam Cropp,0
2015-01-10,Adam Cropp,0
2015-01-17,Adam Cropp,0
2015-01-24,Adam Cropp,0
2015-01-31,Adam Cropp,3
2015-02-07,Adam Cropp,0
2015-02-14,Adam Cropp,0
2015-02-21,Adam Cropp,0
2015-02-28,Adam Cropp,0
2015-03-07,Adam Cropp,0
2015-03-14,Adam Cropp,0
2015-03-21,Adam Cropp,0
2015-03-28,Adam Cropp,0
2015-04-04,Adam Cropp,0
2015-04-11,Adam Cropp,0
2015-04-18,Adam Cropp,0
2015-04-25,Adam Cropp,0
2015-05-02,Adam Cropp,0
2015-05-09,Adam Cropp,0
2015-05-16,Adam Cropp,0
2015-05-23,Adam Cropp,0
2015-05-30,Adam Cropp,0
2015-06-06,Adam Cropp,0
2015-06-13,Adam Cropp,0
2015-06-20,Adam Cropp,0
2015-06-27,Adam Cropp,3
2015-07-04,Adam Cropp,0
2015-07-11,Adam Cropp,0
2015-07-18,Adam Cropp,0
2015-07-25,Adam Cropp,0
2015-08-01,Adam Cropp,0
2015-08-08,Adam Cropp,0
2015-08-15,Adam Cropp,0
2015-08-22,Adam Cropp,0
2015-08-29,Adam Cropp,0
2015-09-05,Adam Cropp,0
2015-09-12,Adam Cropp,0
2015-09-19,Adam Cropp,0
2015-09-26,Adam Cropp,0
2015-10-03,Adam Cropp,0
2015-10-10,Adam Cropp,0
2015-10-17,Adam Cropp,0
2015-10-24,Adam Cropp,0
2015-10-31,Adam Cropp,0
2015-11-07,Adam Cropp,0
2015-11-14,Adam Cropp,0
2015-11-21,Adam Cropp,0
2015-11-28,Adam Cropp,0
2015-12-05,Adam Cropp,0
2015-12-12,Adam Cropp,0
2015-12-19,Adam Cropp,0
2015-12-26,Adam Cropp,0
2016-01-02,Adam Cropp,0
2016-01-09,Adam Cropp,0
2016-01-16,Adam Cropp,2
2016-01-23,Adam Cropp,0
2016-01-30,Adam Cropp,0
2016-02-06,Adam Cropp,2
2016-02-13,Adam Cropp,0
2016-02-20,Adam Cropp,0
2016-02-27,Adam Cropp,0
2016-03-05,Adam Cropp,0
2016-03-12,Adam Cropp,44
2016-03-19,Adam Cropp,100
2016-03-26,Adam Cropp,19
2016-04-02,Adam Cropp,10
2016-04-09,Adam Cropp,7
2016-04-16,Adam Cropp,3
2016-04-23,Adam Cropp,3
2016-04-30,Adam Cropp,5
2016-05-07,Adam Cropp,2
2016-05-14,Adam Cropp,2
2016-05-21,Adam Cropp,2
2016-05-28,Adam Cropp,0
2016-06-04,Adam Cropp,0
2016-06-11,Adam Cropp,0
2016-06-18,Adam Cropp,0
2016-06-25,Adam Cropp,5
2016-07-02,Adam Cropp,3
2016-07-09,Adam Cropp,0
2016-07-16,Adam Cropp,2
2016-07-23,Adam Cropp,2
2016-07-30,Adam Cropp,2
2016-08-06,Adam Cropp,3
2016-08-13,Adam Cropp,0
2016-08-20,Adam Cropp,0
2016-08-27,Adam Cropp,0
2016-09-03,Adam Cropp,0
2016-09-10,Adam Cropp,0
2016-09-17,Adam Cropp,2
2016-09-24,Adam Cropp,0
2016-10-01,Adam Cropp,2
2016-10-08,Adam Cropp,0
2016-10-15,Adam Cropp,0
2016-10-22,Adam Cropp,0
2016-10-29,Adam Cropp,0
2016-11-05,Adam Cropp,0
2016-11-12,Adam Cropp,2
2016-11-19,Adam Cropp,0
2016-11-26,Adam Cropp,0
2016-12-03,Adam Cropp,0
2016-12-10,Adam Cropp,2
2016-12-17,Adam Cropp,0
2016-12-24,Adam Cropp,0
2016-12-31,Adam Cropp,0
2017-01-07,Adam Cropp,2
2017-01-14,Adam Cropp,2
2017-01-21,Adam Cropp,0
2017-01-28,Adam Cropp,0
2017-02-04,Adam Cropp,0
2017-02-11,Adam Cropp,0
2017-02-18,Adam Cropp,0
2017-02-25,Adam Cropp,0
2017-03-04,Adam Cropp,0
2017-03-11,Adam Cropp,0
2017-03-18,Adam Cropp,0
2017-03-25,Adam Cropp,2
2017-04-01,Adam Cropp,0
2017-04-08,Adam Cropp,0
2017-04-15,Adam Cropp,0
2017-04-22,Adam Cropp,0
2017-04-29,Adam Cropp,0
2017-05-06,Adam Cropp,2
2017-05-13,Adam Cropp,0
2017-05-20,Adam Cropp,0
2017-05-27,Adam Cropp,0
2017-06-03,Adam Cropp,0
2017-06-10,Adam Cropp,0
2017-06-17,Adam Cropp,0
2017-06-24,Adam Cropp,0
2017-07-01,Adam Cropp,0
2017-07-08,Adam Cropp,0
2017-07-15,Adam Cropp,0
2017-07-22,Adam Cropp,0
2017-07-29,Adam Cropp,2
2017-08-05,Adam Cropp,0
2017-08-12,Adam Cropp,0
2017-08-19,Adam Cropp,0
2017-08-26,Adam Cropp,0
2017-09-02,Adam Cropp,2
2017-09-09,Adam Cropp,2
2017-09-16,Adam Cropp,0
2017-09-23,Adam Cropp,2
2017-09-30,Adam Cropp,0
2017-10-07,Adam Cropp,0
2017-10-14,Adam Cropp,2
2017-10-21,Adam Cropp,0
2017-10-28,Adam Cropp,0
2017-11-04,Adam Cropp,0
2017-11-11,Adam Cropp,0
2017-11-18,Adam Cropp,0
2017-11-25,Adam Cropp,2
2017-12-02,Adam Cropp,2
2017-12-09,Adam Cropp,0
2017-12-16,Adam Cropp,0
2017-12-23,Adam Cropp,0
2017-12-30,Adam Cropp,0
2018-01-06,Adam Cropp,2
2018-01-13,Adam Cropp,0
2018-01-20,Adam Cropp,0
2018-01-27,Adam Cropp,2
2018-02-03,Adam Cropp,0
2018-02-10,Adam Cropp,0
2018-02-17,Adam Cropp,2
2018-02-24,Adam Cropp,0
2018-03-03,Adam Cropp,0
2018-03-10,Adam Cropp,0
2018-03-17,Adam Cropp,2
2018-03-24,Adam Cropp,2
2018-03-31,Adam Cropp,0
2018-04-07,Adam Cropp,2
2018-04-14,Adam Cropp,0
2018-04-21,Adam Cropp,0
2018-04-28,Adam Cropp,0
2018-05-05,Adam Cropp,2
2018-05-12,Adam Cropp,0
2018-05-19,Adam Cropp,0
2018-05-26,Adam Cropp,2
2018-06-02,Adam Cropp,0
2018-06-09,Adam Cropp,0
2018-06-16,Adam Cropp,0
2018-06-23,Adam Cropp,0
2018-06-30,Adam Cropp,2
2018-07-07,Adam Cropp,0
2018-07-14,Adam Cropp,4
2018-07-21,Adam Cropp,0
2018-07-28,Adam Cropp,0
2018-08-04,Adam Cropp,0
2018-08-11,Adam Cropp,0
2018-08-18,Adam Cropp,2
2018-08-25,Adam Cropp,0
2018-09-01,Adam Cropp,0
2018-09-08,Adam Cropp,0
2013-09-21,Adam Frank,16
2013-09-28,Adam Frank,8
2013-10-05,Adam Frank,13
2013-10-12,Adam Frank,10
2013-10-19,Adam Frank,8
2013-10-26,Adam Frank,10
2013-11-02,Adam Frank,14
2013-11-09,Adam Frank,14
2013-11-16,Adam Frank,15
2013-11-23,Adam Frank,10
2013-11-30,Adam Frank,11
2013-12-07,Adam Frank,14
2013-12-14,Adam Frank,9
2013-12-21,Adam Frank,8
2013-12-28,Adam Frank,9
2014-01-04,Adam Frank,10
2014-01-11,Adam Frank,10
2014-01-18,Adam Frank,8
2014-01-25,Adam Frank,10
2014-02-01,Adam Frank,9
2014-02-08,Adam Frank,12
2014-02-15,Adam Frank,10
2014-02-22,Adam Frank,14
2014-03-01,Adam Frank,17
2014-03-08,Adam Frank,18
2014-03-15,Adam Frank,8
2014-03-22,Adam Frank,13
2014-03-29,Adam Frank,8
2014-04-05,Adam Frank,14
2014-04-12,Adam Frank,12
2014-04-19,Adam Frank,8
2014-04-26,Adam Frank,19
2014-05-03,Adam Frank,16
2014-05-10,Adam Frank,10
2014-05-17,Adam Frank,15
2014-05-24,Adam Frank,14
2014-05-31,Adam Frank,15
2014-06-07,Adam Frank,8
2014-06-14,Adam Frank,10
2014-06-21,Adam Frank,11
2014-06-28,Adam Frank,13
2014-07-05,Adam Frank,14
2014-07-12,Adam Frank,9
2014-07-19,Adam Frank,19
2014-07-26,Adam Frank,10
2014-08-02,Adam Frank,11
2014-08-09,Adam Frank,10
2014-08-16,Adam Frank,9
2014-08-23,Adam Frank,10
2014-08-30,Adam Frank,15
2014-09-06,Adam Frank,17
2014-09-13,Adam Frank,8
2014-09-20,Adam Frank,14
2014-09-27,Adam Frank,12
2014-10-04,Adam Frank,13
2014-10-11,Adam Frank,9
2014-10-18,Adam Frank,11
2014-10-25,Adam Frank,14
2014-11-01,Adam Frank,11
2014-11-08,Adam Frank,13
2014-11-15,Adam Frank,10
2014-11-22,Adam Frank,7
2014-11-29,Adam Frank,8
2014-12-06,Adam Frank,10
2014-12-13,Adam Frank,9
2014-12-20,Adam Frank,8
2014-12-27,Adam Frank,8
2015-01-03,Adam Frank,8
2015-01-10,Adam Frank,9
2015-01-17,Adam Frank,14
2015-01-24,Adam Frank,13
2015-01-31,Adam Frank,15
2015-02-07,Adam Frank,9
2015-02-14,Adam Frank,11
2015-02-21,Adam Frank,10
2015-02-28,Adam Frank,13
2015-03-07,Adam Frank,26
2015-03-14,Adam Frank,12
2015-03-21,Adam Frank,12
2015-03-28,Adam Frank,10
2015-04-04,Adam Frank,13
2015-04-11,Adam Frank,12
2015-04-18,Adam Frank,12
2015-04-25,Adam Frank,12
2015-05-02,Adam Frank,10
2015-05-09,Adam Frank,8
2015-05-16,Adam Frank,7
2015-05-23,Adam Frank,8
2015-05-30,Adam Frank,6
2015-06-06,Adam Frank,7
2015-06-13,Adam Frank,9
2015-06-20,Adam Frank,16
2015-06-27,Adam Frank,11
2015-07-04,Adam Frank,15
2015-07-11,Adam Frank,7
2015-07-18,Adam Frank,13
2015-07-25,Adam Frank,9
2015-08-01,Adam Frank,8
2015-08-08,Adam Frank,10
2015-08-15,Adam Frank,13
2015-08-22,Adam Frank,11
2015-08-29,Adam Frank,8
2015-09-05,Adam Frank,12
2015-09-12,Adam Frank,12
2015-09-19,Adam Frank,8
2015-09-26,Adam Frank,7
2015-10-03,Adam Frank,10
2015-10-10,Adam Frank,10
2015-10-17,Adam Frank,13
2015-10-24,Adam Frank,14
2015-10-31,Adam Frank,11
2015-11-07,Adam Frank,16
2015-11-14,Adam Frank,9
2015-11-21,Adam Frank,7
2015-11-28,Adam Frank,13
2015-12-05,Adam Frank,39
2015-12-12,Adam Frank,17
2015-12-19,Adam Frank,17
2015-12-26,Adam Frank,9
2016-01-02,Adam Frank,16
2016-01-09,Adam Frank,15
2016-01-16,Adam Frank,15
2016-01-23,Adam Frank,16
2016-01-30,Adam Frank,10
2016-02-06,Adam Frank,14
2016-02-13,Adam Frank,11
2016-02-20,Adam Frank,9
2016-02-27,Adam Frank,10
2016-03-05,Adam Frank,8
2016-03-12,Adam Frank,20
2016-03-19,Adam Frank,10
2016-03-26,Adam Frank,13
2016-04-02,Adam Frank,9
2016-04-09,Adam Frank,12
2016-04-16,Adam Frank,9
2016-04-23,Adam Frank,12
2016-04-30,Adam Frank,12
2016-05-07,Adam Frank,13
2016-05-14,Adam Frank,8
2016-05-21,Adam Frank,34
2016-05-28,Adam Frank,8
2016-06-04,Adam Frank,8
2016-06-11,Adam Frank,12
2016-06-18,Adam Frank,12
2016-06-25,Adam Frank,11
2016-07-02,Adam Frank,7
2016-07-09,Adam Frank,11
2016-07-16,Adam Frank,12
2016-07-23,Adam Frank,10
2016-07-30,Adam Frank,9
2016-08-06,Adam Frank,5
2016-08-13,Adam Frank,9
2016-08-20,Adam Frank,14
2016-08-27,Adam Frank,7
2016-09-03,Adam Frank,10
2016-09-10,Adam Frank,10
2016-09-17,Adam Frank,16
2016-09-24,Adam Frank,12
2016-10-01,Adam Frank,12
2016-10-08,Adam Frank,11
2016-10-15,Adam Frank,14
2016-10-22,Adam Frank,17
2016-10-29,Adam Frank,10
2016-11-05,Adam Frank,15
2016-11-12,Adam Frank,13
2016-11-19,Adam Frank,10
2016-11-26,Adam Frank,10
2016-12-03,Adam Frank,7
2016-12-10,Adam Frank,12
2016-12-17,Adam Frank,11
2016-12-24,Adam Frank,7
2016-12-31,Adam Frank,9
2017-01-07,Adam Frank,8
2017-01-14,Adam Frank,14
2017-01-21,Adam Frank,10
2017-01-28,Adam Frank,15
2017-02-04,Adam Frank,7
2017-02-11,Adam Frank,9
2017-02-18,Adam Frank,11
2017-02-25,Adam Frank,12
2017-03-04,Adam Frank,13
2017-03-11,Adam Frank,11
2017-03-18,Adam Frank,16
2017-03-25,Adam Frank,10
2017-04-01,Adam Frank,15
2017-04-08,Adam Frank,8
2017-04-15,Adam Frank,8
2017-04-22,Adam Frank,12
2017-04-29,Adam Frank,11
2017-05-06,Adam Frank,13
2017-05-13,Adam Frank,9
2017-05-20,Adam Frank,9
2017-05-27,Adam Frank,9
2017-06-03,Adam Frank,11
2017-06-10,Adam Frank,16
2017-06-17,Adam Frank,19
2017-06-24,Adam Frank,11
2017-07-01,Adam Frank,10
2017-07-08,Adam Frank,8
2017-07-15,Adam Frank,10
2017-07-22,Adam Frank,8
2017-07-29,Adam Frank,10
2017-08-05,Adam Frank,12
2017-08-12,Adam Frank,10
2017-08-19,Adam Frank,9
2017-08-26,Adam Frank,12
2017-09-02,Adam Frank,9
2017-09-09,Adam Frank,9
2017-09-16,Adam Frank,7
2017-09-23,Adam Frank,7
2017-09-30,Adam Frank,12
2017-10-07,Adam Frank,7
2017-10-14,Adam Frank,10
2017-10-21,Adam Frank,9
2017-10-28,Adam Frank,11
2017-11-04,Adam Frank,9
2017-11-11,Adam Frank,10
2017-11-18,Adam Frank,10
2017-11-25,Adam Frank,8
2017-12-02,Adam Frank,12
2017-12-09,Adam Frank,14
2017-12-16,Adam Frank,15
2017-12-23,Adam Frank,10
2017-12-30,Adam Frank,8
2018-01-06,Adam Frank,14
2018-01-13,Adam Frank,12
2018-01-20,Adam Frank,8
2018-01-27,Adam Frank,9
2018-02-03,Adam Frank,7
2018-02-10,Adam Frank,12
2018-02-17,Adam Frank,15
2018-02-24,Adam Frank,10
2018-03-03,Adam Frank,9
2018-03-10,Adam Frank,9
2018-03-17,Adam Frank,8
2018-03-24,Adam Frank,11
2018-03-31,Adam Frank,7
2018-04-07,Adam Frank,8
2018-04-14,Adam Frank,10
2018-04-21,Adam Frank,8
2018-04-28,Adam Frank,8
2018-05-05,Adam Frank,9
2018-05-12,Adam Frank,8
2018-05-19,Adam Frank,8
2018-05-26,Adam Frank,11
2018-06-02,Adam Frank,9
2018-06-09,Adam Frank,100
2018-06-16,Adam Frank,50
2018-06-23,Adam Frank,16
2018-06-30,Adam Frank,19
2018-07-07,Adam Frank,18
2018-07-14,Adam Frank,10
2018-07-21,Adam Frank,19
2018-07-28,Adam Frank,13
2018-08-04,Adam Frank,12
2018-08-11,Adam Frank,16
2018-08-18,Adam Frank,19
2018-08-25,Adam Frank,23
2018-09-01,Adam Frank,12
2018-09-08,Adam Frank,12
2013-09-21,Adam Greentree,0
2013-09-28,Adam Greentree,0
2013-10-05,Adam Greentree,0
2013-10-12,Adam Greentree,0
2013-10-19,Adam Greentree,0
2013-10-26,Adam Greentree,0
2013-11-02,Adam Greentree,0
2013-11-09,Adam Greentree,0
2013-11-16,Adam Greentree,1
2013-11-23,Adam Greentree,0
2013-11-30,Adam Greentree,0
2013-12-07,Adam Greentree,0
2013-12-14,Adam Greentree,0
2013-12-21,Adam Greentree,0
2013-12-28,Adam Greentree,0
2014-01-04,Adam Greentree,1
2014-01-11,Adam Greentree,0
2014-01-18,Adam Greentree,0
2014-01-25,Adam Greentree,0
2014-02-01,Adam Greentree,0
2014-02-08,Adam Greentree,0
2014-02-15,Adam Greentree,0
2014-02-22,Adam Greentree,0
2014-03-01,Adam Greentree,0
2014-03-08,Adam Greentree,1
2014-03-15,Adam Greentree,0
2014-03-22,Adam Greentree,0
2014-03-29,Adam Greentree,0
2014-04-05,Adam Greentree,0
2014-04-12,Adam Greentree,1
2014-04-19,Adam Greentree,0
2014-04-26,Adam Greentree,0
2014-05-03,Adam Greentree,0
2014-05-10,Adam Greentree,1
2014-05-17,Adam Greentree,0
2014-05-24,Adam Greentree,0
2014-05-31,Adam Greentree,0
2014-06-07,Adam Greentree,0
2014-06-14,Adam Greentree,0
2014-06-21,Adam Greentree,1
2014-06-28,Adam Greentree,0
2014-07-05,Adam Greentree,0
2014-07-12,Adam Greentree,0
2014-07-19,Adam Greentree,0
2014-07-26,Adam Greentree,0
2014-08-02,Adam Greentree,0
2014-08-09,Adam Greentree,0
2014-08-16,Adam Greentree,0
2014-08-23,Adam Greentree,0
2014-08-30,Adam Greentree,0
2014-09-06,Adam Greentree,1
2014-09-13,Adam Greentree,0
2014-09-20,Adam Greentree,0
2014-09-27,Adam Greentree,0
2014-10-04,Adam Greentree,0
2014-10-11,Adam Greentree,1
2014-10-18,Adam Greentree,0
2014-10-25,Adam Greentree,0
2014-11-01,Adam Greentree,1
2014-11-08,Adam Greentree,0
2014-11-15,Adam Greentree,0
2014-11-22,Adam Greentree,1
2014-11-29,Adam Greentree,0
2014-12-06,Adam Greentree,0
2014-12-13,Adam Greentree,0
2014-12-20,Adam Greentree,0
2014-12-27,Adam Greentree,0
2015-01-03,Adam Greentree,1
2015-01-10,Adam Greentree,0
2015-01-17,Adam Greentree,0
2015-01-24,Adam Greentree,0
2015-01-31,Adam Greentree,1
2015-02-07,Adam Greentree,0
2015-02-14,Adam Greentree,0
2015-02-21,Adam Greentree,0
2015-02-28,Adam Greentree,0
2015-03-07,Adam Greentree,0
2015-03-14,Adam Greentree,0
2015-03-21,Adam Greentree,0
2015-03-28,Adam Greentree,1
2015-04-04,Adam Greentree,0
2015-04-11,Adam Greentree,0
2015-04-18,Adam Greentree,0
2015-04-25,Adam Greentree,0
2015-05-02,Adam Greentree,0
2015-05-09,Adam Greentree,0
2015-05-16,Adam Greentree,0
2015-05-23,Adam Greentree,1
2015-05-30,Adam Greentree,1
2015-06-06,Adam Greentree,0
2015-06-13,Adam Greentree,1
2015-06-20,Adam Greentree,0
2015-06-27,Adam Greentree,1
2015-07-04,Adam Greentree,0
2015-07-11,Adam Greentree,0
2015-07-18,Adam Greentree,1
2015-07-25,Adam Greentree,1
2015-08-01,Adam Greentree,3
2015-08-08,Adam Greentree,0
2015-08-15,Adam Greentree,1
2015-08-22,Adam Greentree,1
2015-08-29,Adam Greentree,0
2015-09-05,Adam Greentree,0
2015-09-12,Adam Greentree,0
2015-09-19,Adam Greentree,0
2015-09-26,Adam Greentree,0
2015-10-03,Adam Greentree,0
2015-10-10,Adam Greentree,0
2015-10-17,Adam Greentree,0
2015-10-24,Adam Greentree,0
2015-10-31,Adam Greentree,0
2015-11-07,Adam Greentree,0
2015-11-14,Adam Greentree,0
2015-11-21,Adam Greentree,0
2015-11-28,Adam Greentree,0
2015-12-05,Adam Greentree,1
2015-12-12,Adam Greentree,0
2015-12-19,Adam Greentree,0
2015-12-26,Adam Greentree,0
2016-01-02,Adam Greentree,1
2016-01-09,Adam Greentree,0
2016-01-16,Adam Greentree,0
2016-01-23,Adam Greentree,0
2016-01-30,Adam Greentree,0
2016-02-06,Adam Greentree,0
2016-02-13,Adam Greentree,1
2016-02-20,Adam Greentree,0
2016-02-27,Adam Greentree,1
2016-03-05,Adam Greentree,0
